SAMPLE_ID,PROJECT,Library Source,Instrument Platform,Instrument Model,Library Layout,Library Strategy,,host,Reference (PMID),comment,
SRR27698225,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968084,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968085,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968086,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968087,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968093,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968094,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390279,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390280,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390285,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390289,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390291,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390294,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390297,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390300,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390301,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390306,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28516702,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28726555,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28726556,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29099252,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29455677,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29455678,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29807829,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29807830,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29893249,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29893251,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30252164,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30316269,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716253,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716256,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716257,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716259,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716260,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787185,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787186,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787188,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31029123,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31029124,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31029126,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31143292,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31143294,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31271294,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31271295,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31822901,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31822902,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31934440,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31934441,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31934442,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22098168,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22098171,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22098172,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22098174,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21832469,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21832472,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21832473,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21832477,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22098169,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22098170,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21832470,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21832471,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21832474,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21832475,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21832476,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22098173,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22520510,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22520511,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22520512,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22520513,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24910576,PRJNA887084,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21101797,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101803,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101805,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101807,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101808,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101809,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103571,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101798,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103580,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101800,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103585,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101806,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101811,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103586,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101813,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103589,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101814,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205293,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103569,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103570,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205297,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103575,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205298,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103581,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563554,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103584,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563557,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205289,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563564,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205291,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563567,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205292,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609165,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205294,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609167,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205296,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609169,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563551,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609170,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563552,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563556,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609171,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563559,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609173,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563560,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563561,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609175,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563563,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870615,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563565,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870618,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21568024,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870619,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609163,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870627,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609174,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502525,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870612,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502526,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870613,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502530,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870614,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502532,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101799,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870621,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR28745458,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870622,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR28745460,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101801,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870625,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR29306967,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870626,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563553,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101802,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502527,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502531,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101804,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502534,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101810,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR23955752,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21101812,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR23955753,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103572,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR28745459,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103573,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR28745461,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103574,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR29678351,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103576,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR29678352,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103577,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103578,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103579,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103582,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103583,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103587,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21103588,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205288,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205290,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205295,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21205299,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563555,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563558,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563562,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21563566,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21568025,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609162,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609164,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609166,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609168,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21609172,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870616,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870617,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870620,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870623,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR21870624,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502524,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502528,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502529,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502533,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR22502535,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
SRR29306968,PRJNA868697,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,,,
ERR10093692,PRJEB54560,GENOMIC,ILLUMINA,NextSeq 500,PAIRED,WGS,,human+MPXV,36057206,,
ERR10093694,PRJEB54560,GENOMIC,ILLUMINA,NextSeq 500,PAIRED,WGS,,human+MPXV,36057206,,
ERR10093695,PRJEB54560,GENOMIC,ILLUMINA,NextSeq 500,PAIRED,WGS,,human+MPXV,36057206,,
ERR10093696,PRJEB54560,GENOMIC,ILLUMINA,NextSeq 500,PAIRED,WGS,,human+MPXV,36057206,,
ERR10093693,PRJEB54560,GENOMIC,ILLUMINA,NextSeq 500,PAIRED,WGS,,human+MPXV,36057206,,
